0,1
1120.9976,827.8922
644.6653,1235.1908
607.8474,1182.265
649.2676,965.9595
506.598,717.4383
214.3555,611.5867
688.3866,763.4608
752.8181,1062.6066
785.0338,1014.2831
911.5955,901.5281
971.4247,883.1191
1127.901,1076.4134
1523.694,1308.8267
1624.9434,1214.4807
1809.0331,1311.1278
1374.121,1074.1122
1374.121,1021.1864
1215.3436,1044.1977
1302.7863,894.6247
1641.0512,740.4495
1360.3143,708.2338
1123.2987,676.0181
1190.0313,593.1777
1008.2426,673.717
847.1641,540.2519
1118.6965,524.1441
1068.0718,459.7126
989.8336,358.4633
651.5687,372.27
469.78,261.8161
152.2252,103.0387
1114.0942,162.8679
1279.775,425.1958
1431.7985,885.5697
1416.8412,935.0438
1364.5739,1108.5089
1544.0187,685.9338
1405.3761,571.453
1470.9581,724.4776
1460.0277,722.1765
1503.2726,1209.6593
1513.2344,1252.5717
1339.2862,1111.574
1439.3176,749.79
1261.1245,1133.0302
1216.6796,1139.9268
1439.8929,762.4461
1558.4277,690.5361
1359.3536,653.7181
1124.7246,1106.21
1113.2302,1097.7808
1104.801,1095.4819
1586.6164,663.4979
1095.6055,1086.2864
1194.4571,1070.9606
1652.1984,721.0259
1543.0704,1225.4796
1707.4253,767.6237
1575.2546,1227.7784
1592.8793,1220.8818
1690.7422,776.8282
1680.9624,771.0754
1607.4389,1228.5447
1697.0703,798.6888
1677.5107,789.4843
1669.4568,784.3068
1661.4029,787.1832
1716.2523,1269.9245
1651.1175,1256.8975
1645.7535,1246.1694
1635.7917,1241.5717
1664.8546,799.8394
1613.5692,1250.0009
1618.9332,1253.8324
1621.9984,1260.729
1630.4276,1269.9245
1636.558,1270.6908
1649.322,784.8821
1686.3669,1347.3199
1541.1693,611.7226
1511.2277,562.8238
1779.8545,1374.9064
1332.3424,542.6755
1653.4164,1226.2459
1594.4119,1285.2503
1603.6074,1280.6526
1662.6119,1217.0504
1674.1062,1220.8818
977.9157,332.0824
1549.1962,650.8417
994.5988,299.8667
1001.5022,290.0869
1843.1848,1415.5199
1811.7668,1400.1941
1815.5983,1427.0143
1793.3758,1397.1289
1254.9942,1032.4235
1289.4773,1039.3201
855.3674,321.7273
843.2865,300.4419
843.2865,290.6622
863.4079,406.8823
869.736,408.6082
1076.837,382.1453
1419.7469,921.3112
1350.0143,891.4258
1370.7042,922.8438
1325.493,905.2191
1336.2211,889.8933
1296.3739,911.3494
734.545,339.5745
1254.2279,854.6438
1229.7065,870.736
384.7071,281.4712
1169.9358,984.9134
1117.6819,157.1971
1379.5154,909.7314
1381.2413,1074.3021
1056.5246,1024.7606
1071.0842,905.2191
1603.313,1257.8436
976.8303,1006.3696
