Differential 1 - 2 Ave. (mV)
-0.549531
-0.548671
-0.54802
-0.546211
-0.542464
-0.541813
-0.540172
-0.540395
-0.53961
-0.538861
-0.53663
-0.534835
-0.531106
-0.528122
-0.526313
-0.525327
-0.523747
-0.521255
-0.517879
-0.514369
-0.512063
-0.508474
-0.505545
-0.503844
-0.50197
-0.501054
-0.498307
-0.494894
-0.492146
-0.490449
-0.485256
-0.483085
-0.481737
-0.479687
-0.477794
-0.47606
-0.47401
-0.471792
-0.469928
-0.468338
-0.467232
-0.465632
-0.464191
-0.463322
-0.462122
-0.461457
-0.459639
-0.459058
-0.458017
-0.456585
-0.454879
-0.453354
-0.451383
-0.451336
-0.450081
-0.447924
-0.446719
-0.44585
-0.444906
-0.443809
-0.443911
-0.44314
-0.442005
-0.442624
-0.440215
-0.439811
-0.439151
-0.438825
-0.437082
-0.435041
-0.434613
-0.434455
-0.434139
-0.433125
-0.4332
-0.432205
-0.42955
-0.427667
-0.425361
-0.423771
-0.420112
-0.418615
-0.417067
-0.415328
-0.41451
-0.413878
-0.41345
-0.412195
-0.411576
-0.410935
-0.410024
-0.409624
-0.408345
-0.40748
-0.406425
-0.405863
-0.404658
-0.40424
-0.40424
-0.403124
-0.401869
-0.399786
-0.398442
-0.396118
-0.394723
-0.393752
-0.391752
-0.390534
-0.388968
-0.387866
-0.384132
-0.380859
-0.384625
-0.386359
-0.385876
-0.386383
-0.385132
-0.383547
-0.380864
-0.379014
-0.37615
-0.372974
-0.370706
-0.367674
-0.365722
-0.363946
-0.361905
-0.359957
-0.359101
-0.356949
-0.354731
-0.353806
-0.352202
-0.351007
-0.348701
-0.346851
-0.344601
-0.343541
-0.341476
-0.340068
-0.339198
-0.337543
-0.336939
-0.334805
-0.333461
-0.333057
-0.331918
-0.33149
-0.33076
-0.330876
-0.330137
-0.328979
-0.327417
-0.326069
-0.325051
-0.324372
-0.32214
-0.321229
-0.320039
-0.319114
-0.318495
-0.31757
-0.317845
-0.316696
-0.316371
-0.316334
-0.315887
-0.315199
-0.31373
-0.312242
-0.312814
-0.312754
-0.313358
-0.313437
-0.314339
-0.31479
-0.314655
-0.313386
-0.3134
-0.312489
-0.311912
-0.310439
-0.309439
-0.308309
-0.308012
-0.307333
-0.307156
-0.307668
-0.307933
-0.307547
-0.306952
-0.305227
-0.303781
-0.302549
