0.314125,0.822874,1.233816,2.048314
0.314516,0.823385,1.23322,2.047718
0.315399,0.824018,1.234114,2.04891
0.313865,0.825161,1.229644,2.042353
0.314172,0.8261,1.2362,2.046525
0.313177,0.828239,1.233816,2.039671
0.306157,0.829941,1.235008,2.035797
0.304957,0.829383,1.236498,2.036095
0.306026,0.830108,1.242459,2.038777
0.305803,0.829848,1.243651,2.047122
0.30558,0.831382,1.241565,2.052784
0.306064,0.831531,1.242757,2.047718
0.308091,0.828676,1.239181,2.049208
0.310834,0.83008,1.240671,2.045333
0.312173,0.831094,1.239479,2.050698
0.313419,0.830973,1.237392,2.056658
0.315046,0.831159,1.237392,2.058446
0.315455,0.831902,1.233816,2.047718
0.315455,0.829959,1.233816,2.051592
0.316627,0.829848,1.233518,2.049506
0.320448,0.830452,1.231134,2.053678
0.323107,0.829783,1.234412,2.049208
0.323145,0.82982,1.23322,2.048016
0.322708,0.83287,1.22875,2.046525
0.323368,0.829169,1.229048,2.045631
0.327013,0.829141,1.23024,2.043843
0.329477,0.828676,1.224577,2.044439
0.327589,0.828406,1.226068,2.045035
0.327747,0.836989,1.219511,2.04742
0.328147,0.835417,1.222193,2.040267
0.329877,0.83763,1.223087,2.017319
0.328965,0.837007,1.223385,2.018213
0.328138,0.83776,1.218617,2.031028
0.327682,0.837574,1.218915,2.037585
0.328277,0.840141,1.215339,2.045035
0.330667,0.84505,1.219213,2.057552
0.335056,0.84294,1.216829,2.059042
0.336488,0.841182,1.222789,2.061725
0.335009,0.84095,1.217127,2.065599
0.333085,0.841201,1.218915,2.065897
0.332843,0.842558,1.217425,2.057254
0.33208,0.842521,1.218915,2.058148
0.334777,0.840689,1.218617,2.05934
0.33619,0.835231,1.213849,2.054274
0.336209,0.833065,1.215637,2.05934
0.335902,0.831624,1.217723,2.061129
0.336339,0.832553,1.220405,2.061427
0.336441,0.832042,1.217127,2.063811
0.337353,0.830247,1.223385,2.056062
0.338552,0.829485,1.224875,2.04891
0.338385,0.83088,1.221895,2.047718
0.335772,0.833,1.225471,2.0504
