Differential 1 - 2 Ave. (mV)
0.04999999999999982
0.05583755231445142
0.060256443659461034
0.07253566707439463
0.09796974675143044
0.10238863809643961
0.11352750245459653
0.11201381156375634
0.1173422750135753
0.12242637580837101
0.13757007256830311
0.1497542660618394
0.1750661644113629
0.19532111337220437
0.20760033678713796
0.2142931583941725
0.22501796380909544
0.24193328981794826
0.26484907657793544
0.2886744354427324
0.3043272210672967
0.32868882020283996
0.3485704373296179
0.3601165727794813
0.37283700654376295
0.3790546785438069
0.39770090669241
0.4208678439589493
0.43952085995908075
0.45103984400283004
0.48628915698997854
0.5010255826582046
0.5101756065185312
0.5240907021518173
0.5369401050951397
0.5487102396454411
0.5626253352787267
0.5776807899687895
0.590333345217787
0.6011260291479945
0.6086333929384402
0.6194939553839318
0.6292752494364025
0.6351738924146098
0.6433193142487288
0.6478332355151362
0.6601735495938255
0.6641172913318445
0.6711834447729426
0.6809036481616575
0.6924837228691629
0.7028351964500223
0.7162140518125621
0.7165330808343979
0.7250518345025805
0.7396932302494088
0.7478725913411699
0.7537712343193772
0.7601789661622171
0.7676252392889071
0.766932878433007
0.7721663119614286
0.7798705234461991
0.7756688433500991
0.7920207776820924
0.7947630696995791
0.7992430517083444
0.8014558913066132
0.8132871165206703
0.8271411214902007
0.8300463219443692
0.8311188024858622
0.8332637635688465
0.840146645018677
0.8396375561540443
0.8463914684248341
0.864413214232822
0.8771947386608594
0.8928475242854241
0.9036402082156312
0.928476956958165
0.9386383706962276
0.9491459648622405
0.9609500386701844
0.9665025012204418
0.9707924233864107
0.9736976238405801
0.9822163775087627
0.9864180576048618
0.9907690704345868
0.9969528031769888
0.9996679437883618
1.0083496058932262
1.0142210974653199
1.0213822808278161
1.025197053386795
1.0333764144785555
1.0362137364174404
1.0362137364174404
1.0437889787231707
1.0523077323913532
1.0664468271250773
1.0755696995792903
1.0913446665313664
1.1008137194135297
1.1074047232476372
1.1209804263045018
1.1292480294661318
1.139877804959657
1.147358017343989
1.172703854951155
1.1949204930037132
1.1693574441476375
1.1575873095973361
1.160865841885569
1.1574244011606543
1.1659160034227227
1.1766747480952873
1.1948865537460711
1.2074440790736705
1.2268844858511008
1.2484427023054008
1.2638375495718854
1.2844183154060915
1.2976682015895915
1.309723425904087
1.323577430873617
1.3368001656510025
1.3426105665593409
1.3572180230485267
1.3722734777385894
1.378552240402389
1.3894399542539944
1.397551436830471
1.4132042224550356
1.425761747782635
1.4410344137216073
1.4482295363417457
1.462246449747958
1.4718037446999905
1.4777091755297267
1.4889430698092818
1.4930429321324548
1.5075282072941292
1.5166510797483421
1.5193933717658288
1.527124734656713
1.530029935110882
1.5349850667266374
1.534197675949339
1.5392138982288506
1.547074230298775
1.557676854386186
1.5668268782465127
1.5737369111024568
1.578345862290262
1.593496346901723
1.5996800796441244
1.6077576229629589
1.6140363856267586
1.618238065722858
1.6245168283866578
1.6226501692163389
1.6304494106225076
1.632655462369248
1.6329066128758
1.6359407825090093
1.6406108243605706
1.6505821782558372
1.6606825013301445
1.6567998502558816
1.6572071213475872
1.6531072590244142
1.652571018753668
1.6464483766750222
1.6433870556356993
1.6443034155920375
1.6529171991816183
1.65282216926022
1.6590059020026215
1.662922492334527
1.6729209976359076
1.67970884916434
1.6873791213914684
1.6893951132954128
1.694004064483218
1.6952055142037508
1.6917301342211934
1.6899313535661586
1.6925514642561335
1.6965902359155507
1.708299279802096
1.718114513112209
1.7264771461952377
1.7387224303525293
1.7475873644486617
1.7544702458984922
1.7548775169901982
1.7642243885448492
1.7601177383701478
1.7594864681780034
1.7626088798810824
1.7671567404051318
1.7650389307282608
1.7562690265535266
1.7484426337412442
1.7490739039333887
1.7581628371299591
1.7665254702129878
1.763749238937859
1.765391899007739
1.7709715129641106
1.7797142657327312
1.791138219855083
1.8027182945625881
1.8132937672438854
1.826611531942669
1.838822876842319
