0.314125,0.822874,1.233816,2.048314
0.1401672161137264,0.823385,1.23322,2.047718
0.14849629361434502,0.824018,1.234114,2.04891
0.1340265259065876,0.825161,1.229644,2.042353
0.1369223659889096,0.8261,1.2362,2.046525
0.12753682565695446,0.828239,1.233816,2.039671
0.06131924462145344,0.829941,1.235008,2.035797
0.04999999999999982,0.829383,1.236498,2.036095
0.06008356041694496,0.830108,1.242459,2.038777
0.05798006745812456,0.829848,1.243651,2.047122
0.05587657449930461,0.831382,1.241565,2.052784
0.060442003163290625,0.831531,1.242757,2.047718
0.07956209386969526,0.828676,1.239181,2.049208
0.10543600053356705,0.83008,1.240671,2.045333
0.11806639099033855,0.831094,1.239479,2.050698
0.12981953998894769,0.830973,1.237392,2.056658
0.14516654915486793,0.831159,1.237392,2.058446
0.14902452503001307,0.831902,1.233816,2.047718
0.14902452503001307,0.829959,1.233816,2.051592
0.16007965394363222,0.829848,1.233518,2.049506
0.1961220153591099,0.830452,1.231134,2.053678
0.22120357489947962,0.829783,1.234412,2.049208
0.22156201764582617,0.82982,1.23322,2.048016
0.21743992606284657,0.83287,1.22875,2.046525
0.22366551060464568,0.829169,1.229048,2.045631
0.2580477161423098,0.829141,1.23024,2.043843
0.28128989843169405,0.828676,1.224577,2.044439
0.26348095356060774,0.828406,1.226068,2.045035
0.2649713207690989,0.836989,1.219511,2.04742
0.2687444023095833,0.835417,1.222193,2.040267
0.285062979972178,0.83763,1.223087,2.017319
0.276460354059874,0.837007,1.223385,2.018213
0.2686595079749221,0.83776,1.218617,2.031028
0.2643581950187701,0.837574,1.218915,2.037585
0.26997065381024044,0.840141,1.215339,2.045035
0.2925148160146347,0.84505,1.219213,2.057552
0.33391495321760045,0.84294,1.216829,2.059042
0.3474225851325343,0.841182,1.222789,2.061725
0.33347161613659315,0.84095,1.217127,2.065599
0.3153230939268634,0.841201,1.218915,2.065897
0.3130403795948702,0.842558,1.217425,2.057254
0.3058432265563962,0.842521,1.218915,2.058148
0.331283228843112,0.840689,1.218617,2.05934
0.3446116393848735,0.835231,1.213849,2.054274
0.3447908607580463,0.833065,1.215637,2.05934
0.3418950206757243,0.831624,1.217723,2.061129
0.3460171122587039,0.832553,1.220405,2.061427
0.34697924805152747,0.832042,1.217127,2.063811
0.3555818739638319,0.830247,1.223385,2.056062
0.36689168588143417,0.829485,1.224875,2.04891
0.3653164243382814,0.83088,1.221895,2.047718
0.34066876917506717,0.833,1.225471,2.0504
0.3308398917621056,0.835083,1.22726,2.037287
0.31453074680336135,0.836663,1.221299,2.042949
0.3273309259294548,0.838402,1.218915,2.040863
0.3397915277169048,0.839053,1.223385,2.043843
