-0.04863,-0.061304,-0.002855,-0.01007,-0.024166,0.060732
0.32594765877659243,-0.065297,-0.00444,-0.014422,-0.030257,0.093411
0.3276641256455868,-0.062508,-0.00311,-0.012692,-0.019996,0.062494
0.32909576395116724,-0.061248,-0.000418,-0.010163,-0.021823,0.062796
0.3283199808902899,-0.061778,0.000409,-0.00987,-0.023869,0.065251
0.32864541001647113,-0.061076,0.001292,-0.009182,-0.022972,0.070416
0.3288459143341375,-0.062396,0.000572,-0.009726,-0.015821,0.069691
0.3300658050892853,-0.058096,0.002831,-0.012264,-0.019857,0.024469
0.33251370671213426,-0.054037,0.007936,-0.007164,-0.01935,0.042949
0.33106145581314883,-0.057761,0.004287,-0.008057,-0.006104,0.039778
0.32785838372282744,-0.057087,0.002617,-0.0104,-0.003357,0.036798
0.3300626819690724,-0.061202,-0.00702,-0.013738,0.006732,0.033437
0.3273649307291937,-0.055897,-0.000107,-0.010144,0.000265,0.022483
0.32809948860326116,-0.059328,-0.001743,-0.012581,-0.011986,0.069821
0.32996086825013277,-0.073619,-0.012399,-0.018564,0.030568,0.061639
0.33084658514250326,-0.064619,-0.005565,-0.014319,-0.000474,0.042298
0.3285323530647652,-0.061941,-0.000846,-0.012627,-0.007099,0.040541
0.327942707968575,-0.06454,-0.001929,-0.011228,-0.012055,0.047747
0.32854984253795727,-0.06241,0.002622,-0.010177,-0.017406,0.048258
0.32975474231608326,-0.063773,0.002608,-0.012529,-0.024297,0.069691
0.3269351893879025,-0.045009,0.016463,0.000493,-0.030819,0.020591
0.32785588522665715,-0.056613,0.009373,-0.004012,-0.033948,0.070142
0.3270251352500332,-0.060007,0.005718,-0.006616,-0.029285,0.067766
0.32670282924406485,-0.058198,0.004914,-0.007797,-0.024975,0.066962
0.327002024160458,-0.059844,0.004556,-0.006681,-0.020108,0.05546
0.32773096041814226,-0.058417,0.001962,-0.007067,-0.018811,0.059351
0.3287091216688137,-0.062573,0.000181,-0.010224,-0.013427,0.063387
0.32869787843604736,-0.061518,0.000837,-0.010726,-0.00695,0.054865
0.3290520402681871,-0.062136,-0.001925,-0.010377,-0.003222,0.04877
0.3292350551126614,-0.060769,-0.002055,-0.011469,-0.000511,0.045511
0.3295367485252248,-0.059416,-0.001255,-0.011781,-0.003343,0.042042
0.33016137256779915,-0.059788,-0.001762,-0.012195,0.001929,0.04022
0.329345613568197,-0.059374,-0.000776,-0.012023,0.000758,0.039416
0.3281981792019879,-0.058463,-0.000442,-0.012818,-0.000962,0.038876
0.32875284535179394,-0.058124,-0.001474,-0.011293,-0.004649,0.040192
0.3282768818313523,-0.059161,-0.001562,-0.011005,-0.006374,0.043167
0.32836058145305724,-0.060997,-0.000814,-0.011883,-0.012697,0.045394
0.32628433113554,-0.060709,0.000386,-0.011562,-0.017406,0.051959
0.32505007402741304,-0.061801,0.001027,-0.01053,-0.022939,0.05923
0.3267696640166203,-0.062294,-0.000772,-0.009754,-0.024343,0.062117
0.32709759163897184,-0.060788,-0.00179,-0.010414,-0.024213,0.064833
0.3277047262083541,-0.061597,0.000321,-0.011181,-0.022339,0.061722
0.32875596847200683,-0.061434,-0.000205,-0.011716,-0.015858,0.058366
0.3287847011779652,-0.068761,-0.006481,-0.018973,-0.077455,0.262115
0.3399679700362168,-0.065702,-0.010856,-0.016858,0.00809,0.016932
0.3346711581551861,-0.065962,-0.004198,-0.015184,0.001083,0.031159
0.33168295673551035,-0.064028,-0.004152,-0.014543,0.000284,0.035366
